Gene	Total_alleles	Valid_alleles	Number_representatives
EFAU004_00999	231	151	1
EFAU004_01004	253	203	1
EFAU004_01010	124	74	1
EFAU004_01012	46	40	2
EFAU004_01013	114	85	1
EFAU004_01016	221	189	1
EFAU004_01021	246	174	1
EFAU004_01026	169	114	1
EFAU004_01030	147	113	1
EFAU004_01033	148	121	1
EFAU004_01035	201	142	1
EFAU004_01039	214	141	1
EFAU004_01045	315	238	1
EFAU004_01048	47	43	1
EFAU004_01049	274	185	1
EFAU004_01071	64	37	2
EFAU004_01078	247	178	1
EFAU004_01084	542	416	1
EFAU004_01090	92	56	2
EFAU004_01095	338	210	1
EFAU004_01102	427	234	1
EFAU004_01107	247	176	1
EFAU004_01113	126	93	1
EFAU004_01116	270	192	1
EFAU004_01125	138	105	1
EFAU004_01127	165	153	1
EFAU004_01131	189	122	1
EFAU004_01136	260	160	1
EFAU004_01141	215	152	1
EFAU004_01155	348	251	1
EFAU004_01164	121	88	1
EFAU004_01165	277	140	1
EFAU004_01172	128	101	1
EFAU004_01173	174	100	1
EFAU004_01175	170	135	1
EFAU004_01179	238	192	1
EFAU004_01187	64	50	1
EFAU004_01188	143	96	1
EFAU004_01192	157	102	1
EFAU004_01195	398	209	1
EFAU004_01203	264	196	1
EFAU004_01209	114	104	2
EFAU004_01212	70	54	3
EFAU004_01215	248	165	1
EFAU004_01219	218	141	1
EFAU004_01227	337	244	1
EFAU004_01231	234	120	1
EFAU004_01236	189	152	1
EFAU004_01239	488	341	1
EFAU004_01248	116	70	1
EFAU004_01251	236	186	1
EFAU004_01287	298	212	1
EFAU004_01292	155	120	1
EFAU004_01296	398	312	1
EFAU004_01301	410	265	1
EFAU004_01307	282	187	1
EFAU004_01317	311	232	1
EFAU004_01322	235	173	1
EFAU004_01330	276	187	1
EFAU004_01334	79	69	1
EFAU004_01337	255	160	1
EFAU004_01341	292	199	1
EFAU004_01350	287	158	1
EFAU004_01358	117	101	1
EFAU004_01385	444	315	1
EFAU004_01393	129	99	1
EFAU004_01395	165	107	1
EFAU004_01399	208	147	1
EFAU004_01532	430	350	1
EFAU004_01540	271	188	1
EFAU004_01542	184	136	1
EFAU004_01546	140	76	1
EFAU004_01551	165	141	1
EFAU004_01555	152	72	1
EFAU004_01557	236	150	1
EFAU004_01564	192	153	1
EFAU004_01569	204	158	1
EFAU004_01579	292	221	1
EFAU004_01651	322	250	1
EFAU004_01656	518	393	1
EFAU004_01663	88	56	5
EFAU004_01665	316	203	1
EFAU004_01670	119	81	2
EFAU004_01674	234	175	1
EFAU004_01686	216	140	1
EFAU004_01689	195	143	1
EFAU004_01692	433	328	1
EFAU004_01698	172	118	1
EFAU004_01708	245	169	1
EFAU004_01715	469	352	1
EFAU004_01723	186	165	1
EFAU004_01724	255	140	1
EFAU004_01728	162	110	1
EFAU004_01733	354	253	1
EFAU004_01739	129	86	1
EFAU004_01743	337	255	1
EFAU004_01751	187	128	1
EFAU004_01755	221	143	1
EFAU004_01758	49	44	2
EFAU004_01761	332	234	1
EFAU004_01776	76	68	1
EFAU004_01783	280	206	1
EFAU004_01786	161	104	1
EFAU004_01789	491	355	1
EFAU004_01801	219	158	1
EFAU004_01873	81	71	1
EFAU004_01877	186	98	1
EFAU004_01881	178	137	1
EFAU004_01888	132	113	2
EFAU004_01907	127	80	1
EFAU004_01916	83	66	2
EFAU004_01925	330	280	1
EFAU004_01928	779	629	1
EFAU004_01940	151	140	2
EFAU004_01989	395	343	1
EFAU004_01993	153	133	1
EFAU004_01994	609	486	1
EFAU004_02004	441	350	1
EFAU004_02010	523	428	1
EFAU004_02015	253	204	1
EFAU004_02020	151	105	1
EFAU004_02022	366	271	1
EFAU004_02028	304	210	1
EFAU004_02034	294	225	1
EFAU004_02039	259	205	1
EFAU004_02044	134	98	1
EFAU004_02048	90	59	2
EFAU004_02052	132	101	1
EFAU004_02056	83	79	1
EFAU004_02058	200	154	1
EFAU004_02063	178	143	1
EFAU004_02067	59	54	1
EFAU004_02069	377	292	1
EFAU004_02074	281	242	1
EFAU004_02080	279	191	1
EFAU004_02087	192	125	1
EFAU004_02095	346	255	1
EFAU004_02103	476	346	1
EFAU004_02110	114	75	1
EFAU004_02111	297	190	1
EFAU004_02122	279	232	1
EFAU004_02164	81	63	1
EFAU004_02165	99	79	1
EFAU004_02166	61	48	2
EFAU004_02168	172	142	1
EFAU004_02176	109	95	1
EFAU004_02186	410	305	1
EFAU004_02193	126	101	1
EFAU004_02198	309	256	1
EFAU004_02205	254	170	1
EFAU004_02209	205	129	1
EFAU004_02213	227	141	1
EFAU004_02225	197	141	1
EFAU004_02230	331	221	1
EFAU004_02236	131	97	1
EFAU004_02240	206	158	1
EFAU004_02245	333	269	1
EFAU004_02252	232	138	1
EFAU004_02256	211	135	1
EFAU004_02261	44	33	2
EFAU004_02264	137	92	1
EFAU004_02265	115	88	1
EFAU004_02266	192	150	1
EFAU004_02271	270	178	1
EFAU004_02279	186	127	1
EFAU004_02288	204	121	1
EFAU004_02291	157	105	1
EFAU004_02300	47	33	1
EFAU004_02303	221	141	1
EFAU004_02310	102	92	1
EFAU004_02312	309	190	1
EFAU004_02321	422	280	1
EFAU004_02328	187	121	1
EFAU004_02330	193	135	1
EFAU004_02335	128	83	1
EFAU004_02343	264	159	1
EFAU004_02353	232	141	1
EFAU004_02417	264	186	1
EFAU004_02422	164	116	1
EFAU004_02425	375	272	1
EFAU004_02439	53	44	1
EFAU004_02440	300	218	1
EFAU004_02451	161	89	1
EFAU004_02455	256	191	1
EFAU004_02475	208	145	1
EFAU004_02479	166	117	1
EFAU004_02486	193	112	1
EFAU004_02490	128	90	1
EFAU004_02491	150	112	1
EFAU004_02495	313	238	1
EFAU004_02501	187	107	1
EFAU004_02505	244	202	1
EFAU004_02517	231	171	1
EFAU004_02524	103	59	1
EFAU004_02529	251	181	1
EFAU004_02554	191	135	1
EFAU004_02558	231	180	1
EFAU004_02560	352	221	1
EFAU004_02566	163	99	1
EFAU004_02571	159	101	1
EFAU004_02583	376	251	1
EFAU004_02593	227	189	1
EFAU004_02598	152	122	1
EFAU004_02601	327	198	1
EFAU004_02608	182	110	1
EFAU004_02611	142	109	2
EFAU004_02612	348	225	1
EFAU004_02623	399	264	1
EFAU004_02634	146	113	1
EFAU004_02638	149	92	1
EFAU004_02642	210	102	1
EFAU004_02644	111	82	1
EFAU004_02648	95	76	3
EFAU004_02650	54	42	1
EFAU004_02652	173	89	1
EFAU004_02656	137	88	1
EFAU004_02659	251	162	1
EFAU004_02665	98	67	1
EFAU004_02693	231	127	1
EFAU004_02831	484	387	1
EFAU004_02846	262	166	1
EFAU004_02850	101	65	1
EFAU004_02853	292	237	1
EFAU004_02860	195	119	1
EFAU004_02866	105	62	2
EFAU004_00002	201	164	1
EFAU004_00006	365	273	1
EFAU004_00023	321	242	1
EFAU004_00076	245	169	1
EFAU004_00081	246	153	1
EFAU004_00087	125	75	1
EFAU004_00091	77	47	1
EFAU004_00096	114	81	1
EFAU004_00098	120	94	1
EFAU004_00104	44	32	1
EFAU004_00107	96	53	1
EFAU004_00113	33	28	1
EFAU004_00114	100	72	1
EFAU004_00119	67	46	1
EFAU004_00122	53	46	1
EFAU004_00127	480	361	1
EFAU004_00136	126	90	1
EFAU004_00139	135	87	1
EFAU004_00142	200	123	1
EFAU004_00146	262	175	1
EFAU004_00148	275	167	1
EFAU004_00167	166	125	1
EFAU004_00172	219	117	1
EFAU004_00178	129	98	2
EFAU004_00180	145	93	1
EFAU004_00181	97	77	1
EFAU004_00184	132	72	1
EFAU004_00188	275	194	1
EFAU004_00194	67	55	2
EFAU004_00198	116	88	1
EFAU004_00200	336	230	1
EFAU004_00205	59	51	1
EFAU004_00211	194	106	1
EFAU004_00217	271	200	1
EFAU004_00221	92	75	1
EFAU004_00223	236	177	1
EFAU004_00234	189	172	1
EFAU004_00257	271	128	1
EFAU004_00261	153	100	1
EFAU004_00266	68	60	1
EFAU004_00271	61	51	2
EFAU004_00273	217	164	1
EFAU004_00362	177	98	1
EFAU004_00367	241	133	1
EFAU004_00377	283	218	1
EFAU004_00383	87	72	1
EFAU004_00386	365	271	1
EFAU004_00397	364	250	1
EFAU004_00405	189	132	1
EFAU004_00409	359	264	1
EFAU004_00415	152	68	1
EFAU004_00418	167	107	1
EFAU004_00422	310	248	1
EFAU004_00428	190	145	1
EFAU004_00433	230	125	1
EFAU004_00442	156	122	1
EFAU004_00447	282	190	1
EFAU004_00451	453	332	1
EFAU004_00463	240	143	1
EFAU004_00470	149	105	1
EFAU004_00472	267	177	1
EFAU004_00480	340	220	1
EFAU004_00485	148	114	1
EFAU004_00489	237	124	1
EFAU004_00494	103	79	1
EFAU004_00495	334	232	1
EFAU004_00500	336	227	1
EFAU004_00525	300	205	1
EFAU004_00530	151	115	1
EFAU004_00535	421	265	1
EFAU004_00547	92	68	3
EFAU004_00548	373	267	1
EFAU004_00555	106	88	1
EFAU004_00560	174	126	1
EFAU004_00583	222	150	1
EFAU004_00587	257	191	1
EFAU004_00602	186	95	1
EFAU004_00606	205	160	2
EFAU004_00610	159	107	1
EFAU004_00616	140	109	1
EFAU004_00617	513	369	1
EFAU004_00626	377	255	1
EFAU004_00630	424	295	1
EFAU004_00640	179	165	1
EFAU004_00643	328	240	1
EFAU004_00654	143	127	2
EFAU004_00658	221	174	1
EFAU004_00664	405	308	1
EFAU004_00672	214	153	1
EFAU004_00689	318	213	1
EFAU004_00696	300	259	1
EFAU004_00707	245	159	1
EFAU004_00711	80	56	1
EFAU004_00712	105	88	1
EFAU004_00716	244	122	1
EFAU004_00724	41	34	4
EFAU004_00725	359	238	1
EFAU004_00731	143	112	1
EFAU004_00739	75	53	1
EFAU004_00740	57	51	1
EFAU004_00741	50	37	1
EFAU004_00748	67	62	2
EFAU004_00751	113	77	1
EFAU004_00753	290	219	1
EFAU004_00761	118	90	2
EFAU004_00763	194	136	1
EFAU004_00768	257	148	1
EFAU004_00770	198	158	1
EFAU004_00773	196	113	1
EFAU004_00777	294	226	1
EFAU004_00784	173	125	1
EFAU004_00788	57	47	2
EFAU004_00790	115	72	1
EFAU004_00870	948	815	1
EFAU004_00891	277	197	1
EFAU004_00896	185	138	1
EFAU004_00898	256	127	1
EFAU004_00906	161	112	2
EFAU004_00909	255	160	1
EFAU004_00915	527	375	1
EFAU004_00950	138	101	1
EFAU004_00953	225	144	1
EFAU004_00956	195	145	1
EFAU004_00960	210	138	1
EFAU004_00964	215	185	1
EFAU004_00968	415	276	1
EFAU004_00974	184	130	1
EFAU004_00981	153	123	1
EFAU004_00983	152	93	1
EFAU004_00986	83	59	1
EFAU004_00991	217	148	1
EFAU004_00997	487	351	1
EFAU004_01007	242	193	1
EFAU004_01014	487	375	1
EFAU004_01024	244	159	1
EFAU004_01031	353	234	1
EFAU004_01037	228	164	1
EFAU004_01041	567	458	1
EFAU004_01053	63	48	1
EFAU004_01067	172	112	1
EFAU004_01072	272	173	1
EFAU004_01083	268	215	1
EFAU004_01088	339	230	1
EFAU004_01094	233	164	1
EFAU004_01098	382	283	1
EFAU004_01105	295	239	1
EFAU004_01110	184	140	1
EFAU004_01115	316	230	1
EFAU004_01124	343	236	1
EFAU004_01132	309	230	1
EFAU004_01140	205	135	1
EFAU004_01153	260	175	1
EFAU004_01159	221	140	1
EFAU004_01163	128	84	1
EFAU004_01167	183	142	1
EFAU004_01170	458	326	1
EFAU004_01177	118	93	1
EFAU004_01180	348	217	1
EFAU004_01190	231	136	1
EFAU004_01194	228	163	1
EFAU004_01200	133	71	1
EFAU004_01201	220	149	1
EFAU004_01206	212	162	1
EFAU004_01213	239	160	2
EFAU004_01216	167	131	1
EFAU004_01224	205	136	1
EFAU004_01229	312	184	1
EFAU004_01232	461	341	1
EFAU004_01242	585	466	1
EFAU004_01285	506	427	1
EFAU004_01293	573	437	1
EFAU004_01302	64	45	2
EFAU004_01303	387	297	1
EFAU004_01311	141	104	1
EFAU004_01314	121	88	1
EFAU004_01318	101	68	1
EFAU004_01319	125	109	1
EFAU004_01323	66	45	1
EFAU004_01324	217	184	1
EFAU004_01331	303	249	1
EFAU004_01338	233	140	1
EFAU004_01340	90	62	1
EFAU004_01346	273	204	1
EFAU004_01351	208	141	1
EFAU004_01356	270	204	1
EFAU004_01388	139	132	2
EFAU004_01390	488	385	1
EFAU004_01400	119	102	1
EFAU004_01401	84	66	1
EFAU004_01533	287	234	1
EFAU004_01537	308	202	1
EFAU004_01541	282	203	1
EFAU004_01547	138	87	1
EFAU004_01550	448	338	1
EFAU004_01561	308	249	1
EFAU004_01576	242	134	1
EFAU004_01581	343	275	1
EFAU004_01653	291	212	1
EFAU004_01658	436	341	1
EFAU004_01661	120	76	4
EFAU004_01666	293	178	1
EFAU004_01669	294	216	1
EFAU004_01676	188	146	1
EFAU004_01688	237	167	1
EFAU004_01691	510	390	1
EFAU004_01699	238	207	1
EFAU004_01709	215	146	1
EFAU004_01716	111	82	1
EFAU004_01718	250	201	1
EFAU004_01722	337	270	1
EFAU004_01725	190	98	1
EFAU004_01730	357	261	1
EFAU004_01736	215	184	1
EFAU004_01742	285	224	1
EFAU004_01748	82	62	2
EFAU004_01750	52	38	1
EFAU004_01752	150	119	1
EFAU004_01756	291	204	1
EFAU004_01767	147	105	1
EFAU004_01771	98	89	1
EFAU004_01774	431	314	1
EFAU004_01787	188	158	1
EFAU004_01792	334	236	1
EFAU004_01795	227	165	2
EFAU004_01869	112	92	1
EFAU004_01874	62	46	1
EFAU004_01876	202	136	1
EFAU004_01882	368	238	1
EFAU004_01915	610	486	1
EFAU004_01932	531	424	1
EFAU004_01936	538	409	1
EFAU004_01991	350	285	1
EFAU004_01996	419	355	1
EFAU004_02003	277	222	1
EFAU004_02006	329	231	1
EFAU004_02011	509	423	1
EFAU004_02017	308	232	1
EFAU004_02021	262	185	1
EFAU004_02025	126	111	1
EFAU004_02027	451	331	1
EFAU004_02035	214	154	1
EFAU004_02040	443	342	1
EFAU004_02049	153	70	1
EFAU004_02057	251	197	1
EFAU004_02062	44	41	3
EFAU004_02064	167	123	1
EFAU004_02068	161	105	2
EFAU004_02070	310	233	1
EFAU004_02076	168	146	1
EFAU004_02078	373	270	1
EFAU004_02088	111	97	1
EFAU004_02092	394	304	1
EFAU004_02102	204	187	1
EFAU004_02106	396	277	1
EFAU004_02112	288	123	1
EFAU004_02121	226	203	1
EFAU004_02127	300	152	1
EFAU004_02169	122	87	1
EFAU004_02175	244	160	2
EFAU004_02189	204	149	1
EFAU004_02190	209	133	1
EFAU004_02196	275	203	1
EFAU004_02204	184	133	1
EFAU004_02207	306	180	1
EFAU004_02212	174	123	1
EFAU004_02223	276	218	1
EFAU004_02228	192	129	1
EFAU004_02233	279	151	1
EFAU004_02239	78	68	1
EFAU004_02242	127	115	1
EFAU004_02244	325	247	1
EFAU004_02250	166	135	1
EFAU004_02254	203	144	1
EFAU004_02260	467	336	1
EFAU004_02270	181	130	1
EFAU004_02275	147	115	1
EFAU004_02278	205	143	1
EFAU004_02282	296	218	1
EFAU004_02297	112	74	1
EFAU004_02301	239	164	1
EFAU004_02309	134	98	1
EFAU004_02315	262	179	1
EFAU004_02318	190	130	1
EFAU004_02324	241	160	1
EFAU004_02327	293	208	1
EFAU004_02333	228	179	1
EFAU004_02341	337	252	1
EFAU004_02354	92	54	1
EFAU004_02357	85	60	1
EFAU004_02418	107	82	1
EFAU004_02419	191	122	1
EFAU004_02424	267	173	1
EFAU004_02433	295	202	1
EFAU004_02441	147	93	1
EFAU004_02443	131	108	1
EFAU004_02450	124	82	1
EFAU004_02454	193	131	2
EFAU004_02458	40	32	1
EFAU004_02459	42	35	6
EFAU004_02471	95	69	1
EFAU004_02476	141	110	1
EFAU004_02482	315	225	1
EFAU004_02489	281	145	1
EFAU004_02494	185	118	2
EFAU004_02498	266	180	1
EFAU004_02504	202	119	1
EFAU004_02510	173	143	1
EFAU004_02519	327	172	1
EFAU004_02532	357	214	1
EFAU004_02557	282	192	1
EFAU004_02561	389	277	1
EFAU004_02567	315	228	1
EFAU004_02586	227	180	1
EFAU004_02591	196	128	1
EFAU004_02596	240	163	1
EFAU004_02600	90	71	1
EFAU004_02602	107	78	1
EFAU004_02605	350	219	1
EFAU004_02610	191	149	1
EFAU004_02616	124	95	1
EFAU004_02619	138	116	1
EFAU004_02620	293	163	1
EFAU004_02626	63	49	1
EFAU004_02632	183	140	1
EFAU004_02637	208	135	1
EFAU004_02641	272	191	1
EFAU004_02645	153	108	1
EFAU004_02651	229	151	1
EFAU004_02657	303	222	1
EFAU004_02663	220	158	1
EFAU004_02814	157	134	1
EFAU004_02818	199	141	1
EFAU004_02833	247	173	1
EFAU004_02835	218	171	1
EFAU004_02847	240	206	1
EFAU004_02854	228	158	1
EFAU004_02858	211	127	1
EFAU004_02865	118	91	1
EFAU004_02867	33	25	1
EFAU004_00004	244	139	1
EFAU004_00008	83	77	1
EFAU004_00017	210	141	1
EFAU004_00022	189	131	1
EFAU004_00073	265	198	1
EFAU004_00078	148	113	1
EFAU004_00083	157	133	1
EFAU004_00085	138	120	1
EFAU004_00089	124	90	1
EFAU004_00094	94	81	2
EFAU004_00097	56	42	2
EFAU004_00100	48	28	1
EFAU004_00101	128	89	1
EFAU004_00109	58	42	1
EFAU004_00111	61	51	1
EFAU004_00116	124	75	1
EFAU004_00121	199	117	1
EFAU004_00128	40	21	1
EFAU004_00130	288	202	1
EFAU004_00134	151	122	1
EFAU004_00138	311	225	1
EFAU004_00144	194	94	1
EFAU004_00147	177	118	1
EFAU004_00162	95	82	1
EFAU004_00165	345	146	1
EFAU004_00174	137	90	1
EFAU004_00177	436	312	1
EFAU004_00185	178	126	1
EFAU004_00192	374	239	1
EFAU004_00201	103	80	2
EFAU004_00204	219	171	1
EFAU004_00206	126	100	1
EFAU004_00213	269	183	1
EFAU004_00218	298	205	1
EFAU004_00231	199	149	1
EFAU004_00238	100	81	3
EFAU004_00256	158	130	1
EFAU004_00259	247	181	1
EFAU004_00265	66	39	3
EFAU004_00268	452	318	1
EFAU004_00366	245	181	1
EFAU004_00376	388	230	1
EFAU004_00384	62	39	1
EFAU004_00390	266	163	1
EFAU004_00394	149	86	1
EFAU004_00401	274	178	1
EFAU004_00404	347	232	1
EFAU004_00410	217	106	1
EFAU004_00414	126	105	1
EFAU004_00417	287	215	1
EFAU004_00424	388	271	1
EFAU004_00431	223	137	1
EFAU004_00441	130	72	1
EFAU004_00444	179	132	1
EFAU004_00450	236	184	1
EFAU004_00454	52	39	1
EFAU004_00455	161	103	1
EFAU004_00458	130	92	1
EFAU004_00462	81	69	1
EFAU004_00465	104	87	1
EFAU004_00468	203	145	1
EFAU004_00471	190	162	1
EFAU004_00478	182	127	1
EFAU004_00483	318	198	1
EFAU004_00488	281	182	1
EFAU004_00492	180	97	1
EFAU004_00496	263	181	1
EFAU004_00499	108	82	1
EFAU004_00502	116	95	1
EFAU004_00505	134	102	1
EFAU004_00524	165	130	1
EFAU004_00528	229	167	1
EFAU004_00531	108	62	7
EFAU004_00537	181	135	1
EFAU004_00543	314	227	1
EFAU004_00549	234	172	1
EFAU004_00553	180	127	1
EFAU004_00557	198	137	1
EFAU004_00564	423	360	1
EFAU004_00598	230	165	1
EFAU004_00603	183	149	1
EFAU004_00608	198	125	1
EFAU004_00613	224	129	1
EFAU004_00620	293	202	1
EFAU004_00624	329	221	1
EFAU004_00629	359	239	1
EFAU004_00633	210	155	1
EFAU004_00639	90	74	1
EFAU004_00641	228	176	1
EFAU004_00647	54	31	1
EFAU004_00649	104	73	1
EFAU004_00652	181	144	1
EFAU004_00655	175	113	1
EFAU004_00662	240	140	2
EFAU004_00666	193	144	1
EFAU004_00669	216	148	1
EFAU004_00674	202	134	1
EFAU004_00692	224	201	1
EFAU004_00697	335	242	1
EFAU004_00708	339	217	1
EFAU004_00715	259	147	1
EFAU004_00723	507	373	1
EFAU004_00732	237	151	1
EFAU004_00749	226	166	1
EFAU004_00755	202	143	1
EFAU004_00759	40	26	1
EFAU004_00762	116	80	1
EFAU004_00764	150	100	1
EFAU004_00767	348	208	1
EFAU004_00771	218	140	1
EFAU004_00775	141	102	1
EFAU004_00778	134	79	1
EFAU004_00781	240	141	1
EFAU004_00786	101	88	1
EFAU004_00789	66	43	1
EFAU004_00792	86	55	13
EFAU004_00871	273	179	1
EFAU004_00877	461	279	1
EFAU004_00889	303	173	1
EFAU004_00893	282	198	1
EFAU004_00897	178	139	1
EFAU004_00901	298	214	1
EFAU004_00908	234	162	1
EFAU004_00914	150	107	2
EFAU004_00917	190	135	1
EFAU004_00921	223	155	1
EFAU004_00945	219	154	1
EFAU004_00954	212	187	1
EFAU004_00959	225	178	1
EFAU004_00961	166	116	1
EFAU004_00965	193	153	1
EFAU004_00969	200	149	1
EFAU004_00971	113	88	1
EFAU004_00972	188	150	1
EFAU004_00979	140	86	1
EFAU004_00982	459	348	1
EFAU004_00992	340	231	1
EFAU004_01002	147	101	1
EFAU004_01006	227	178	1
EFAU004_01011	136	100	2
EFAU004_01015	129	87	1
EFAU004_01018	129	116	1
EFAU004_01019	255	217	1
EFAU004_01025	127	79	1
EFAU004_01027	179	146	1
EFAU004_01032	206	143	1
EFAU004_01036	196	137	1
EFAU004_01040	97	61	2
EFAU004_01042	515	418	1
EFAU004_01052	58	39	1
EFAU004_01054	77	53	2
EFAU004_01068	433	295	1
EFAU004_01085	308	211	1
EFAU004_01089	234	141	1
EFAU004_01093	184	135	1
EFAU004_01097	341	238	1
EFAU004_01103	253	158	1
EFAU004_01106	185	113	1
EFAU004_01111	82	58	1
EFAU004_01112	226	172	1
EFAU004_01118	246	175	1
EFAU004_01126	181	117	1
EFAU004_01130	274	203	1
EFAU004_01137	274	188	1
EFAU004_01152	195	112	1
EFAU004_01157	312	225	1
EFAU004_01162	274	116	1
EFAU004_01169	321	223	1
EFAU004_01174	205	152	1
EFAU004_01178	265	158	1
EFAU004_01186	135	97	1
EFAU004_01189	156	113	1
EFAU004_01193	135	72	1
EFAU004_01197	102	58	1
EFAU004_01198	104	69	1
EFAU004_01199	252	166	1
EFAU004_01204	309	200	1
EFAU004_01210	368	262	1
EFAU004_01221	188	134	1
EFAU004_01228	405	308	1
EFAU004_01234	142	103	2
EFAU004_01235	263	157	1
EFAU004_01240	278	216	1
EFAU004_01244	195	143	1
EFAU004_01249	104	85	1
EFAU004_01252	186	126	1
EFAU004_01286	174	147	1
EFAU004_01290	212	143	1
EFAU004_01294	36	33	1
EFAU004_01295	288	214	1
EFAU004_01299	596	452	1
EFAU004_01308	176	131	1
EFAU004_01313	317	195	1
EFAU004_01321	164	114	1
EFAU004_01325	117	65	1
EFAU004_01329	277	214	1
EFAU004_01333	369	277	1
EFAU004_01343	330	213	1
EFAU004_01353	125	76	1
EFAU004_01355	158	121	1
EFAU004_01359	355	263	1
EFAU004_01391	187	135	1
EFAU004_01394	197	143	1
EFAU004_01398	270	173	1
EFAU004_01403	271	192	1
EFAU004_01536	469	357	1
EFAU004_01544	189	142	1
EFAU004_01549	235	173	1
EFAU004_01554	260	191	1
EFAU004_01558	209	184	1
EFAU004_01566	227	127	1
EFAU004_01578	306	240	1
EFAU004_01582	268	189	1
EFAU004_01654	67	59	1
EFAU004_01655	430	324	1
EFAU004_01659	253	185	1
EFAU004_01664	134	97	1
EFAU004_01667	415	285	1
EFAU004_01675	614	494	1
EFAU004_01693	311	224	1
EFAU004_01697	341	240	1
EFAU004_01710	285	201	1
EFAU004_01717	97	64	3
EFAU004_01720	610	518	1
EFAU004_01727	218	144	1
EFAU004_01734	226	165	1
EFAU004_01737	143	92	1
EFAU004_01741	204	158	1
EFAU004_01745	95	62	2
EFAU004_01746	474	362	1
