S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
300544	301886	3492	2150	Klebsiella_pneumoniae_CP049891.1	k141_12	100.0		True
unknown
CONTIG	k141_12	5375	mis_unaligned
CONTIG	k141_13	1508	unaligned
CONTIG	k141_14	616	unaligned
3072832	3076032	1	3201	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_15	98.78		True
CONTIG	k141_15	3334	correct
4752432	4752502	22	92	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
4752307	4752387	12	92	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
4752549	4752627	21	99	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
765235	765313	100	22	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
765117	765196	100	21	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
282789	282868	21	100	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
1176525	1176604	21	100	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	98.75		False
164129	164208	21	100	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	98.75		False
5306180	5306259	100	21	Klebsiella_variicola_NZ_CP047360.1	k141_19	98.75		False
282567	282679	1	114	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	98.25		False
4752325	4752403	146	224	Klebsiella_variicola_NZ_CP047360.1	k141_19	98.73		False
765342	765420	224	146	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	98.73		False
5306172	5306250	224	146	Klebsiella_variicola_NZ_CP047360.1	k141_19	97.47		False
164138	164216	146	224	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	97.47		False
1176534	1176612	146	224	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	97.47		False
4752413	4752620	119	326	Klebsiella_variicola_NZ_CP047360.1	k141_19	97.12		False
4752427	4752503	251	327	Klebsiella_variicola_NZ_CP047360.1	k141_19	98.7		False
282587	282674	255	342	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
4752316	4752403	255	342	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
765342	765429	342	255	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
164129	164216	255	342	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	98.86		False
5306172	5306259	342	255	Klebsiella_variicola_NZ_CP047360.1	k141_19	98.86		False
1176525	1176612	255	342	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	98.86		False
765226	765317	343	252	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	98.91		False
282596	285130	146	2596	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	99.43		False
282798	285247	146	2713	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	95.13		False
282783	305929	249	23395	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	99.62		False
4777191	4778291	37431	38531	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.46		False
306053	315948	28636	38531	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	99.27		False
4786144	4786263	38525	38644	Klebsiella_variicola_NZ_CP047360.1	k141_19	97.5		False
323801	323920	38525	38644	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	95.83		False
4787096	4813951	38888	65738	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.85		False
324554	358479	38733	72614	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	98.85		False
4817756	4830511	65860	78614	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.89		False
1231752	1231851	84908	84809	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
2490703	2490802	84908	84809	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
262613	262712	84908	84809	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
20980	21079	84908	84809	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
1274751	1274850	84908	84809	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
1681165	1681265	84908	84808	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
5344773	5344873	84808	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
1041052	1041152	84908	84808	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
5443935	5444035	84808	84908	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
1137908	1138008	84908	84808	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
125511	125611	84908	84808	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
4473957	4474057	84808	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
4884662	4884762	84808	84908	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
452518	452618	84908	84808	Klebsiella_variicola_NZ_CP047360.1	k141_19	100.0		False
452762	452887	84908	84783	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.24		False
4884393	4884518	84783	84908	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	95.24		False
1681409	1681534	84908	84783	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	95.24		False
1033218	1033358	84908	84768	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
217468	217608	84908	84768	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	100.0		False
1229705	1229845	84908	84768	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	100.0		False
5252770	5253003	84676	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	96.17		False
5207847	5208078	84676	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.3		False
4838502	4838733	84676	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.3		False
4129652	4129921	84640	84908	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	99.26		False
5449613	5449882	84640	84908	Klebsiella_variicola_NZ_CP047360.1	k141_19	95.2		False
372114	379588	77452	84908	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_19	98.89		False
742058	765449	23395	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	99.57		True
relocation, inconsistency = -5117
733229	741938	37335	28632	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	99.13		True
local misassembly
685733	733256	84908	37397	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_19	99.06		True
CONTIG	k141_19	84908	misassembled
1681185	1681264	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
4129822	4129901	80	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
5443936	5444015	80	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
1137928	1138007	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
379489	379568	80	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
1033238	1033317	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
4884663	4884742	80	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
1229725	1229804	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	100.0		False
125531	125610	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
217488	217567	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
5449783	5449862	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_20	100.0		False
5344774	5344853	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_20	100.0		False
4473958	4474037	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_20	100.0		False
685753	685832	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
452538	452617	1	80	Klebsiella_variicola_NZ_CP047360.1	k141_20	100.0		False
1041072	1041151	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	100.0		False
5252903	5252983	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_20	98.77		False
4838631	4838713	83	1	Klebsiella_variicola_NZ_CP047360.1	k141_20	100.0		False
1229956	1230071	64	179	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	96.55		False
1033472	1033586	67	181	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	96.52		False
217719	217836	64	181	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	97.46		False
21000	21180	1	181	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	97.79		False
1231772	1231952	1	181	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.13		False
2490723	2490904	1	182	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	98.35		False
262633	276070	1	13438	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.45		False
5186385	5207757	21603	232	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.37		False
5179956	5185535	27222	21642	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.9		False
5178007	5179247	32321	31083	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.57		False
5171290	5173499	38894	36685	Klebsiella_variicola_NZ_CP047360.1	k141_20	97.42		False
5169508	5171279	40667	38896	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.73		False
5160989	5162630	49176	47535	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.16		False
5157272	5158401	52894	51765	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.64		False
5155884	5157252	54282	52914	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.98		False
5150559	5151144	59604	59019	Klebsiella_variicola_NZ_CP047360.1	k141_20	97.1		False
5143149	5148329	66983	61803	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.97		False
5140461	5143086	69671	67046	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.73		False
5132598	5134828	75533	73303	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.68		False
5116168	5116414	91955	91709	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.76		False
5112690	5114746	95426	93370	Klebsiella_variicola_NZ_CP047360.1	k141_20	96.6		False
5110399	5112685	97717	95431	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.28		False
5108887	5110395	99229	97721	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.23		False
277020	359970	20366	103317	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.26		False
5078587	5107749	129319	100157	Klebsiella_variicola_NZ_CP047360.1	k141_20	95.28		False
645699	645776	129397	129320	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	97.44		False
384496	384573	129320	129397	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	97.44		False
360004	384200	105201	129397	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.36		False
5120262	5121661	130797	129398	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.71		False
4330911	4332310	130797	129398	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.71		False
1132695	1134094	130797	129398	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.71		False
4798648	4800047	130797	129398	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.71		False
632505	633919	129383	130797	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.65		False
975069	976484	130797	129382	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.72		False
1460915	1462330	129382	130797	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_20	99.65		False
4971969	4973384	129382	130797	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.65		False
4862816	4864231	129382	130797	Klebsiella_variicola_NZ_CP047360.1	k141_20	99.51		False
3071556	3072972	129381	130797	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.65		False
1274771	1310122	1	35351	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.58		True
relocation, inconsistency = 534904
645823	739866	129397	35352	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.51		True
relocation, inconsistency = 239785
404638	406037	130797	129398	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_20	99.71		True
CONTIG	k141_20	130797	misassembled
3057763	3071696	1	13925	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_23	98.42	True	True
3624288	3638097	13801	2	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_23	98.82	True	True
CONTIG	k141_23	13925	ambiguous
3421096	3423780	1	2685	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_24	99.44		False
3111287	3113954	2668	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_24	99.52		True
interspecies translocation
3497097	3505055	2669	10627	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_24	98.03		True
local misassembly
3505181	3537829	10628	43276	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_24	99.53		True
CONTIG	k141_24	43412	misassembled
976469	1035939	54123	113594	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_26	99.47		False
920716	938674	140	18097	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_26	99.54		False
938838	975021	17925	54123	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_26	99.3		False
97385	115246	18001	140	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_26	99.61		True
local misassembly
1691	97284	113594	18003	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_26	99.49		True
CONTIG	k141_26	113594	correct
660004	680694	1	20744	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_27	97.53		True
CONTIG	k141_27	20744	correct
756422	756560	1	139	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_32	100.0		True
local misassembly
759715	760594	3372	4251	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_32	100.0		True
inversion
756421	759685	7516	4252	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_32	100.0		True
CONTIG	k141_32	7516	misassembled
CONTIG	k141_40	1560	unaligned
2745886	2750151	6143	1878	Klebsiella_variicola_NZ_CP047360.1	k141_41	95.78		False
2740652	2744213	11366	7805	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.1		False
2740551	2740637	11467	11381	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.55		False
2733787	2740550	18232	11469	Klebsiella_variicola_NZ_CP047360.1	k141_41	97.62		False
2732858	2733010	19165	19013	Klebsiella_variicola_NZ_CP047360.1	k141_41	98.69		False
2731409	2732085	20616	19940	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.6		False
3947712	3971948	24237	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	99.25		False
2727731	2728059	24293	23965	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.66		False
2720692	2720773	31333	31252	Klebsiella_variicola_NZ_CP047360.1	k141_41	97.56		False
2621559	2621771	43176	43387	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	99.06		False
3928134	3928346	43387	43176	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	98.12		False
2707913	2708382	44682	44213	Klebsiella_variicola_NZ_CP047360.1	k141_41	97.23		False
2619735	2619945	44999	45209	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	99.05		False
3929957	3930169	45211	44999	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	98.59		False
3906611	3945209	66733	28137	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	98.78		False
2676549	2703300	75510	48754	Klebsiella_variicola_NZ_CP047360.1	k141_41	95.24		False
2672918	2673911	76731	75738	Klebsiella_variicola_NZ_CP047360.1	k141_41	95.47		False
2672262	2672696	77367	76933	Klebsiella_variicola_NZ_CP047360.1	k141_41	95.86		False
3863463	3906592	109767	66631	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	99.26		False
2686898	2687934	118114	119150	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	99.81		False
2603920	2618525	147315	132709	Klebsiella_variicola_NZ_CP047360.1	k141_41	98.57		False
2687935	2715498	121295	148882	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	98.97		False
287013	287150	149771	149634	Klebsiella_pneumoniae_CP049891.1	k141_41	99.28		False
192670	192809	149632	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.29		False
105367	105507	149631	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.29		False
202768	202908	149631	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.29		False
190857	190997	149631	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.29		False
269634	269774	149771	149631	Klebsiella_pneumoniae_CP049891.1	k141_41	99.29		False
810573	810713	149631	149771	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	98.58		False
113486	113627	149630	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.3		False
148664	148805	149630	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.3		False
185576	185717	149771	149630	Klebsiella_pneumoniae_CP049891.1	k141_41	99.3		False
149284	149425	149771	149630	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047676.1	k141_41	98.59		False
189188	189329	149630	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	98.59		False
1318172	1318313	149630	149771	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	97.18		False
180180	180323	149628	149771	Klebsiella_pneumoniae_CP049891.1	k141_41	99.31		False
2577950	2602192	1	24237	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	99.32		True
interspecies translocation
2723889	2727730	28136	24295	Klebsiella_variicola_NZ_CP047360.1	k141_41	98.06		True
interspecies translocation
2604695	2686285	28137	109767	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_41	99.19		True
interspecies translocation
2641406	2642483	114150	113073	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.38		True
indel: indel (<= 5bp)
2640318	2641405	115239	114152	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.78		True
indel: indel (> 5bp)
2640222	2640305	115324	115241	Klebsiella_variicola_NZ_CP047360.1	k141_41	96.43		True
interspecies translocation
3823552	3855073	149631	118111	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_41	99.18		True
CONTIG	k141_41	149771	misassembled
1033238	1033317	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
1041072	1041151	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
125531	125610	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
5344774	5344853	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
1229725	1229804	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
379489	379568	80	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
4473958	4474037	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
217488	217567	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
5443936	5444015	80	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
5449783	5449862	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
452538	452617	1	80	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
1681185	1681264	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
685753	685832	1	80	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
4884663	4884742	80	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
1137928	1138007	1	80	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	100.0		False
5252903	5252983	80	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	98.77		False
4838631	4838713	83	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
5207976	5208058	83	1	Klebsiella_variicola_NZ_CP047360.1	k141_43	100.0		False
1274771	1274948	1	178	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	98.88		False
1229956	1230071	64	179	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	98.28		False
1231772	1231951	1	180	Klebsiella_variicola_NZ_CP047360.1	k141_43	97.22		False
1033472	1033586	67	181	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	98.26		False
217719	217836	64	181	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	99.15		False
262633	262813	1	181	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	100.0		False
21000	21180	1	181	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	98.9		False
1251039	1257044	19263	25268	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.12		False
1257045	1263979	25270	32204	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.39		False
1264182	1268460	32406	36684	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.26		False
1271977	1274488	46979	49490	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.1		False
1278912	1279601	53896	54585	Klebsiella_variicola_NZ_CP047360.1	k141_43	96.23		False
1279603	1284691	54586	59674	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.54		False
1289117	1293370	64063	68316	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.37		False
1300659	1305999	75608	80948	Klebsiella_variicola_NZ_CP047360.1	k141_43	96.5		False
1306000	1306088	80950	81038	Klebsiella_variicola_NZ_CP047360.1	k141_43	97.75		False
1306093	1306515	81043	81465	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.98		False
4042925	4129717	86955	152	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_43	99.44		False
1306519	1312009	81469	86959	Klebsiella_variicola_NZ_CP047360.1	k141_43	95.79		False
2490723	2562744	1	72056	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	99.36		True
local misassembly
2562708	2577521	72145	86958	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_43	99.56		True
CONTIG	k141_43	111274	correct
CONTIG	k141_49	7503	unaligned
CONTIG	k141_50	9701	unaligned
1235166	1269708	34543	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_54	99.63	True	True
222929	257471	34543	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_54	99.56	True	True
CONTIG	k141_54	34543	ambiguous
259057	259594	1	538	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_55	99.63	True	True
682271	682808	1	538	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_55	99.44	True	True
1271294	1271831	1	538	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_55	99.07	True	True
1029761	1030298	1	538	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_55	99.07	True	True
CONTIG	k141_55	538	ambiguous
2487238	2490822	1	3585	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_56	99.47	True	True
1271294	1274870	1	3585	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_56	99.16	True	True
379489	383052	3565	1	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_56	99.58	True	True
17526	21099	1	3585	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_56	98.88	True	True
1029761	1033317	1	3565	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_56	99.16	True	True
5207976	5211546	3568	1	Klebsiella_variicola_NZ_CP047360.1	k141_56	98.99	True	True
1228296	1231871	1	3585	Klebsiella_variicola_NZ_CP047360.1	k141_56	98.5	True	True
CONTIG	k141_56	3585	ambiguous
1234294	1235306	1	1013	Klebsiella_pneumoniae_MGH_43_NZ_KK036953.1	k141_57	99.9	True	True
4915864	4916876	1013	1	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_57	99.7	True	True
222057	223069	1	1013	Klebsiella_pneumoniae_subsp._pneumoniae_NZ_CP047675.1	k141_57	99.7	True	True
